image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
benign (127),benign,data\raw\benign\benign (127).png,data\raw\benign\benign (127)_mask.png,data\selected\busi_subset\benign\images\benign_127.png,data\selected\busi_subset\benign\masks\benign_127_mask.png,476,558,265608,39.51268768310547,47.55942153930664,0.0,255.0,19.0,1.0,148.0,255.0,1.592977523803711,1.9531102180480957,4330,0.016302219812656244,11.77159309387207,16.678546905517578,0.0,81.0,39.9724235534668,47.768280029296875,0.0,255.0,0.7055071458156258
malignant (58),malignant,data\raw\malignant\malignant (58).png,data\raw\malignant\malignant (58)_mask.png,data\selected\busi_subset\malignant\images\malignant_58.png,data\selected\busi_subset\malignant\masks\malignant_58_mask.png,558,688,383904,53.72462463378906,38.03653335571289,0.0,255.0,49.0,2.0,128.0,255.0,0.8912856578826904,0.7215032577514648,77150,0.20096169875802283,38.53231430053711,21.7919979095459,0.0,185.0,57.54555130004883,40.23137283325195,0.0,255.0,0.33040324693512063
malignant (165),malignant,data\raw\malignant\malignant (165).png,data\raw\malignant\malignant (165)_mask.png,data\selected\busi_subset\malignant\images\malignant_165.png,data\selected\busi_subset\malignant\masks\malignant_165_mask.png,332,505,167660,43.06900405883789,44.133663177490234,0.0,243.0,24.0,1.0,129.0,243.0,1.0358357429504395,0.133713960647583,70769,0.4220982941667661,20.095111846923828,29.641010284423828,0.0,182.0,59.84908676147461,45.40528106689453,0.0,243.0,0.6642369509554221
benign (414),benign,data\raw\benign\benign (414).png,data\raw\benign\benign (414)_mask.png,data\selected\busi_subset\benign\images\benign_414.png,data\selected\busi_subset\benign\masks\benign_414_mask.png,703,812,570836,69.51405334472656,45.64595413208008,0.0,255.0,63.0,9.0,154.0,255.0,0.6892014741897583,0.0018105506896972656,175486,0.3074192938076786,105.68150329589844,43.061790466308594,1.0,255.0,53.46022415161133,36.70085906982422,0.0,255.0,-0.9768249191477599
benign (137),benign,data\raw\benign\benign (137).png,data\raw\benign\benign (137)_mask.png,data\selected\busi_subset\benign\images\benign_137.png,data\selected\busi_subset\benign\masks\benign_137_mask.png,578,777,449106,95.26036071777344,66.09945678710938,0.0,255.0,98.0,3.0,207.0,255.0,0.1721462905406952,-1.0198700428009033,5551,0.012360110976027931,64.85858154296875,24.728166580200195,26.0,183.0,95.64083099365234,66.36605072021484,0.0,255.0,0.3218525929527743
malignant (60),malignant,data\raw\malignant\malignant (60).png,data\raw\malignant\malignant (60)_mask.png,data\selected\busi_subset\malignant\images\malignant_60.png,data\selected\busi_subset\malignant\masks\malignant_60_mask.png,559,681,380679,55.19645309448242,42.70625686645508,0.0,255.0,45.0,9.0,141.0,255.0,1.0559204816818237,0.6915132999420166,62164,0.1632976865022762,29.353612899780273,23.236507415771484,0.0,189.0,60.24013900756836,43.80201721191406,0.0,255.0,0.5127233537555479
benign (344),benign,data\raw\benign\benign (344).png,data\raw\benign\benign (344)_mask.png,data\selected\busi_subset\benign\images\benign_344.png,data\selected\busi_subset\benign\masks\benign_344_mask.png,434,576,249984,77.36943054199219,50.78176498413086,0.0,255.0,65.0,16.0,176.0,255.0,0.790400505065918,-0.0673985481262207,12223,0.04889512928827445,105.73754119873047,19.077051162719727,53.0,234.0,75.91105651855469,51.469913482666016,0.0,255.0,-0.39291357602111965
benign (150),benign,data\raw\benign\benign (150).png,data\raw\benign\benign (150)_mask.png,data\selected\busi_subset\benign\images\benign_150.png,data\selected\busi_subset\benign\masks\benign_150_mask.png,570,671,382470,65.77076721191406,38.20452880859375,0.0,255.0,59.0,15.0,143.0,255.0,0.964115560054779,0.9392893314361572,1825,0.004771616074463357,29.069040298461914,15.960281372070312,1.0,89.0,65.94673156738281,38.1952018737793,0.0,255.0,0.5592042302452565
benign (80),benign,data\raw\benign\benign (80).png,data\raw\benign\benign (80)_mask.png,data\selected\busi_subset\benign\images\benign_80.png,data\selected\busi_subset\benign\masks\benign_80_mask.png,473,561,265353,76.20207214355469,70.40568542480469,0.0,255.0,44.0,2.0,212.0,255.0,0.8070974946022034,-0.549257755279541,60746,0.22892524297822148,22.675254821777344,24.394561767578125,0.0,216.0,92.09370422363281,71.75505828857422,0.0,255.0,0.7537806192022376
malignant (205),malignant,data\raw\malignant\malignant (205).png,data\raw\malignant\malignant (205)_mask.png,data\selected\busi_subset\malignant\images\malignant_205.png,data\selected\busi_subset\malignant\masks\malignant_205_mask.png,470,510,239700,77.88433837890625,58.24407958984375,0.0,255.0,57.0,15.0,194.0,255.0,0.947174608707428,-0.2523970603942871,87721,0.3659616186900292,45.018959045410156,31.84108543395996,0.0,217.0,96.85395812988281,61.497493743896484,0.0,255.0,0.5351872043227099
benign (73),benign,data\raw\benign\benign (73).png,data\raw\benign\benign (73)_mask.png,data\selected\busi_subset\benign\images\benign_73.png,data\selected\busi_subset\benign\masks\benign_73_mask.png,471,557,262347,98.26036071777344,57.94111251831055,0.0,255.0,100.0,1.0,195.0,255.0,0.11918661743402481,-0.7421207427978516,61594,0.23478065310447613,37.03950119018555,38.06889724731445,0.0,198.0,117.04383087158203,49.394287109375,0.0,255.0,0.6835416192275875
benign (243),benign,data\raw\benign\benign (243).png,data\raw\benign\benign (243)_mask.png,data\selected\busi_subset\benign\images\benign_243.png,data\selected\busi_subset\benign\masks\benign_243_mask.png,473,561,265353,79.25666809082031,43.03478240966797,0.0,255.0,73.0,24.0,161.0,255.0,0.8254125714302063,0.4199662208557129,27776,0.10467565846250089,57.46345901489258,26.396507263183594,1.0,180.0,81.8045883178711,43.87520217895508,0.0,255.0,0.29755212758262134
benign (121),benign,data\raw\benign\benign (121).png,data\raw\benign\benign (121)_mask.png,data\selected\busi_subset\benign\images\benign_121.png,data\selected\busi_subset\benign\masks\benign_121_mask.png,610,646,394060,59.48698043823242,36.318809509277344,0.0,249.0,50.0,16.0,132.0,249.0,1.20778226852417,1.861259937286377,17725,0.04498045982845252,20.086544036865234,19.698997497558594,0.0,124.0,61.34272003173828,35.86565399169922,0.0,249.0,0.6725521132222679
benign (176),benign,data\raw\benign\benign (176).png,data\raw\benign\benign (176)_mask.png,data\selected\busi_subset\benign\images\benign_176.png,data\selected\busi_subset\benign\masks\benign_176_mask.png,487,715,348205,125.18419647216797,53.2617301940918,8.0,255.0,126.0,42.0,216.0,247.0,0.12840409576892853,-0.6369521617889404,4951,0.014218635573871714,114.46475219726562,59.72605514526367,31.0,255.0,125.33876037597656,53.14692687988281,8.0,255.0,0.08675694689515669
benign (436),benign,data\raw\benign\benign (436).png,data\raw\benign\benign (436)_mask.png,data\selected\busi_subset\benign\images\benign_436.png,data\selected\busi_subset\benign\masks\benign_436_mask.png,474,502,237948,121.5727767944336,55.76488494873047,0.0,255.0,117.0,42.0,226.0,255.0,0.44924914836883545,-0.5334124565124512,22863,0.09608401835695193,124.09272766113281,40.931453704833984,28.0,255.0,121.30492401123047,57.10903549194336,0.0,255.0,-0.022981784724702765
benign (299),benign,data\raw\benign\benign (299).png,data\raw\benign\benign (299)_mask.png,data\selected\busi_subset\benign\images\benign_299.png,data\selected\busi_subset\benign\masks\benign_299_mask.png,392,463,181496,88.25765991210938,64.15437316894531,0.0,255.0,74.0,13.0,209.0,255.0,0.6414215564727783,-0.6096253395080566,10530,0.058017807554987436,114.896484375,27.761362075805664,50.0,241.0,86.616943359375,65.38665008544922,0.0,255.0,-0.3264897133927696
malignant (70),malignant,data\raw\malignant\malignant (70).png,data\raw\malignant\malignant (70)_mask.png,data\selected\busi_subset\malignant\images\malignant_70.png,data\selected\busi_subset\malignant\masks\malignant_70_mask.png,463,668,309284,43.858306884765625,43.714900970458984,0.0,253.0,31.0,1.0,126.0,253.0,0.9320877194404602,0.18447184562683105,16182,0.05232084427257795,35.431095123291016,28.100078582763672,0.0,171.0,44.32356643676758,44.37077331542969,0.0,253.0,0.2006262588132745
malignant (159),malignant,data\raw\malignant\malignant (159).png,data\raw\malignant\malignant (159)_mask.png,data\selected\busi_subset\malignant\images\malignant_159.png,data\selected\busi_subset\malignant\masks\malignant_159_mask.png,482,556,267992,109.9872817993164,60.0227165222168,0.0,255.0,118.0,17.0,201.0,255.0,-0.029916180297732353,-0.9984610080718994,57045,0.2128608316666169,68.863037109375,37.484867095947266,0.0,202.0,121.10822296142578,60.13314437866211,0.0,255.0,0.43139255593220527
benign (164),benign,data\raw\benign\benign (164).png,data\raw\benign\benign (164)_mask.png,data\selected\busi_subset\benign\images\benign_164.png,data\selected\busi_subset\benign\masks\benign_164_mask.png,470,560,263200,72.72534942626953,49.77529525756836,0.0,255.0,65.0,9.0,162.0,255.0,0.49227795004844666,-0.7317373752593994,41483,0.15761018237082067,74.57893371582031,37.23967361450195,0.0,242.0,72.3785400390625,51.777427673339844,0.0,255.0,-0.030401189016333492
benign (435),benign,data\raw\benign\benign (435).png,data\raw\benign\benign (435)_mask.png,data\selected\busi_subset\benign\images\benign_435.png,data\selected\busi_subset\benign\masks\benign_435_mask.png,469,552,258888,52.03099822998047,57.30314254760742,0.0,255.0,35.0,1.0,176.0,255.0,1.1160962581634521,0.20874285697937012,3850,0.014871295695435865,30.535844802856445,23.70265769958496,0.0,113.0,52.35548400878906,57.59912109375,0.0,255.0,0.41675938280127633
malignant (81),malignant,data\raw\malignant\malignant (81).png,data\raw\malignant\malignant (81)_mask.png,data\selected\busi_subset\malignant\images\malignant_81.png,data\selected\busi_subset\malignant\masks\malignant_81_mask.png,452,764,345328,99.11461639404297,60.25541305541992,0.0,255.0,100.0,1.0,196.0,255.0,0.1359274834394455,-0.9233393669128418,30692,0.08887782050688041,99.58272552490234,40.43559646606445,11.0,255.0,99.0689468383789,61.84954071044922,0.0,255.0,-0.005186071951584944
benign (36),benign,data\raw\benign\benign (36).png,data\raw\benign\benign (36)_mask.png,data\selected\busi_subset\benign\images\benign_36.png,data\selected\busi_subset\benign\masks\benign_36_mask.png,474,526,249324,68.55007934570312,48.09033966064453,0.0,255.0,68.0,1.0,157.0,255.0,0.4700271189212799,-0.13444256782531738,25483,0.10220837143636392,18.615076065063477,24.132057189941406,0.0,235.0,74.2348861694336,46.8346061706543,0.0,255.0,0.749240861903272
benign (154),benign,data\raw\benign\benign (154).png,data\raw\benign\benign (154)_mask.png,data\selected\busi_subset\benign\images\benign_154.png,data\selected\busi_subset\benign\masks\benign_154_mask.png,464,556,257984,116.45145416259766,49.24137496948242,0.0,255.0,117.0,37.0,203.0,255.0,0.2604019343852997,-0.2695317268371582,2060,0.007984991317290994,54.49271774291992,36.371578216552734,9.0,211.0,116.95015716552734,49.014617919921875,0.0,255.0,0.5340517783902311
benign (81),benign,data\raw\benign\benign (81).png,data\raw\benign\benign (81)_mask.png,data\selected\busi_subset\benign\images\benign_81.png,data\selected\busi_subset\benign\masks\benign_81_mask.png,464,563,261232,93.07042694091797,54.48245620727539,0.0,255.0,85.0,22.0,191.0,255.0,0.5399475693702698,-0.5035836696624756,4011,0.015354167942671648,64.62602996826172,41.52587890625,4.0,211.0,93.51399230957031,54.54285430908203,0.0,255.0,0.30891593466128825
benign (89),benign,data\raw\benign\benign (89).png,data\raw\benign\benign (89)_mask.png,data\selected\busi_subset\benign\images\benign_89.png,data\selected\busi_subset\benign\masks\benign_89_mask.png,576,893,514368,92.5228042602539,58.904441833496094,0.0,255.0,87.0,14.0,195.0,255.0,0.3303864598274231,-0.9747962951660156,8041,0.015632776533532414,43.28802490234375,31.459381103515625,0.0,196.0,93.30469512939453,58.90680694580078,0.0,255.0,0.536057377952174
benign (294),benign,data\raw\benign\benign (294).png,data\raw\benign\benign (294)_mask.png,data\selected\busi_subset\benign\images\benign_294.png,data\selected\busi_subset\benign\masks\benign_294_mask.png,394,469,184786,77.53604888916016,51.34169387817383,0.0,255.0,66.0,17.0,176.0,255.0,0.7338845729827881,-0.20879840850830078,13962,0.0755576721180176,52.04669952392578,20.854148864746094,5.0,151.0,79.61937713623047,52.52072525024414,0.0,255.0,0.34630612045186165
malignant (71),malignant,data\raw\malignant\malignant (71).png,data\raw\malignant\malignant (71)_mask.png,data\selected\busi_subset\malignant\images\malignant_71.png,data\selected\busi_subset\malignant\masks\malignant_71_mask.png,592,528,312576,60.6427116394043,55.0030517578125,0.0,247.0,36.0,2.0,172.0,247.0,1.0439773797988892,-0.07475113868713379,74179,0.23731508497133497,29.283435821533203,30.524187088012695,0.0,170.0,70.40037536621094,57.23262023925781,0.0,247.0,0.5840443225615471
benign (253),benign,data\raw\benign\benign (253).png,data\raw\benign\benign (253)_mask.png,data\selected\busi_subset\benign\images\benign_253.png,data\selected\busi_subset\benign\masks\benign_253_mask.png,383,463,177329,43.14177703857422,37.548858642578125,0.0,245.0,37.0,1.0,114.0,245.0,1.1681817770004272,1.8564214706420898,6628,0.03737685319378105,62.44779586791992,40.95598220825195,0.0,244.0,42.39215850830078,37.208831787109375,0.0,245.0,-0.4730978100811045
benign (328),benign,data\raw\benign\benign (328).png,data\raw\benign\benign (328)_mask.png,data\selected\busi_subset\benign\images\benign_328.png,data\selected\busi_subset\benign\masks\benign_328_mask.png,567,685,388395,134.101318359375,40.62086868286133,0.0,255.0,131.0,72.0,207.0,255.0,0.2818528711795807,-0.08714818954467773,2370,0.006102035299115591,51.77932357788086,57.43524169921875,0.0,244.0,134.60670471191406,39.97587203979492,0.0,255.0,0.6153287929092944
benign (354),benign,data\raw\benign\benign (354).png,data\raw\benign\benign (354)_mask.png,data\selected\busi_subset\benign\images\benign_354.png,data\selected\busi_subset\benign\masks\benign_354_mask.png,605,606,366630,81.09841918945312,57.55412673950195,0.0,255.0,72.0,9.0,182.0,255.0,0.4537031054496765,-0.8759679794311523,32629,0.08899708152633445,87.0853500366211,32.59162902832031,13.0,222.0,80.51353454589844,59.40088653564453,0.0,255.0,-0.08162373602117812
benign (337),benign,data\raw\benign\benign (337).png,data\raw\benign\benign (337)_mask.png,data\selected\busi_subset\benign\images\benign_337.png,data\selected\busi_subset\benign\masks\benign_337_mask.png,487,555,270285,77.24615478515625,63.97084045410156,0.0,255.0,67.0,2.0,191.0,255.0,0.55787593126297,-0.6830620765686035,7091,0.02623527017777531,102.9502182006836,46.94289016723633,41.0,255.0,76.55364990234375,64.22515869140625,0.0,255.0,-0.34481136207829044
benign (368),benign,data\raw\benign\benign (368).png,data\raw\benign\benign (368)_mask.png,data\selected\busi_subset\benign\images\benign_368.png,data\selected\busi_subset\benign\masks\benign_368_mask.png,575,689,396175,50.27128982543945,33.44777297973633,0.0,229.0,42.0,13.0,117.0,229.0,1.0432724952697754,0.7715926170349121,7759,0.019584779453524326,42.9679069519043,25.110271453857422,8.0,207.0,50.41719055175781,33.577064514160156,0.0,229.0,0.14775285010632677
malignant (131),malignant,data\raw\malignant\malignant (131).png,data\raw\malignant\malignant (131)_mask.png,data\selected\busi_subset\malignant\images\malignant_131.png,data\selected\busi_subset\malignant\masks\malignant_131_mask.png,461,604,278444,85.8943099975586,54.77595901489258,0.0,255.0,73.0,21.0,185.0,255.0,0.553870677947998,-0.7395834922790527,13678,0.04912298343652584,62.890113830566406,34.88020706176758,7.0,250.0,87.08272552490234,55.351654052734375,0.0,255.0,0.2778118340432473
benign (126),benign,data\raw\benign\benign (126).png,data\raw\benign\benign (126)_mask.png,data\selected\busi_subset\benign\images\benign_126.png,data\selected\busi_subset\benign\masks\benign_126_mask.png,570,771,439470,89.55458068847656,55.8725700378418,0.0,251.0,92.0,11.0,181.0,251.0,0.16977182030677795,-1.0842598676681519,5662,0.012883700821444011,50.02472686767578,52.625213623046875,0.0,216.0,90.07051849365234,55.7286376953125,0.0,251.0,0.444604875060786
benign (278),benign,data\raw\benign\benign (278).png,data\raw\benign\benign (278)_mask.png,data\selected\busi_subset\benign\images\benign_278.png,data\selected\busi_subset\benign\masks\benign_278_mask.png,464,561,260304,107.47509002685547,47.93241882324219,0.0,255.0,108.0,34.0,194.0,255.0,0.36596280336380005,-0.1776132583618164,8243,0.03166682033314893,99.11682891845703,43.49403381347656,15.0,238.0,107.74844360351562,48.04610061645508,0.0,255.0,0.08010895002826632
benign (194),benign,data\raw\benign\benign (194).png,data\raw\benign\benign (194)_mask.png,data\selected\busi_subset\benign\images\benign_194.png,data\selected\busi_subset\benign\masks\benign_194_mask.png,492,711,349812,119.82381439208984,58.80621337890625,0.0,255.0,120.0,33.0,223.0,255.0,0.23197540640830994,-0.833350658416748,10649,0.030442066024035767,95.6828842163086,38.2276725769043,16.0,208.0,120.58183288574219,59.177650451660156,0.0,255.0,0.20649004971554707
