image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
benign (364),benign,robust_nlm,0.8653960734525087,0.0013186373771470938,-0.4833986445908361,,,data\processed\preprocessed\robust_nlm\benign\images\benign_364.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_364_mask.png
benign (109),benign,raw,0.7942292062734266,0.0021740558219582244,0.5840917814286788,,,,
benign (109),benign,robust_bilateral,0.7986157845305901,0.001608406079636007,0.5936363738432342,data\processed\preprocessed\robust_bilateral\benign\images\benign_109.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_109_mask.png,,
benign (109),benign,robust_nlm,0.8029951206305809,0.0016691060524753139,0.59484246416547,,,data\processed\preprocessed\robust_nlm\benign\images\benign_109.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_109_mask.png
benign (340),benign,raw,0.6249806769886449,0.0025783262135063694,0.4355347289247667,,,,
benign (340),benign,robust_bilateral,0.6218945242198476,0.001660280434737661,0.4419167979154128,data\processed\preprocessed\robust_bilateral\benign\images\benign_340.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_340_mask.png,,
benign (340),benign,robust_nlm,0.6262153688264914,0.001576461945017665,0.44295957937117725,,,data\processed\preprocessed\robust_nlm\benign\images\benign_340.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_340_mask.png
malignant (143),malignant,raw,0.6066898339171183,0.0026508494162295593,-0.13611731817283879,,,,
malignant (143),malignant,robust_bilateral,0.5993278040586025,0.001944987092081561,-0.14137671078195463,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_143.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_143_mask.png,,
malignant (143),malignant,robust_nlm,0.6063095435779282,0.0018409261541099391,-0.140166365784485,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_143.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_143_mask.png
benign (261),benign,raw,0.8868446831274808,0.008218308108685013,-0.30545241357609665,,,,
benign (261),benign,robust_bilateral,0.9418642478665548,0.003674160796798597,-0.32501022320693523,data\processed\preprocessed\robust_bilateral\benign\images\benign_261.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_261_mask.png,,
benign (261),benign,robust_nlm,0.9489529769522846,0.007669251390917928,-0.33381844281207185,,,data\processed\preprocessed\robust_nlm\benign\images\benign_261.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_261_mask.png
benign (225),benign,raw,0.6356453462415549,0.0034022464680659972,-0.3339789310332611,,,,
benign (225),benign,robust_bilateral,0.6939461370128112,0.003341564668996513,-0.369890563228119,data\processed\preprocessed\robust_bilateral\benign\images\benign_225.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_225_mask.png,,
benign (225),benign,robust_nlm,0.6989586321476633,0.0032800917308662345,-0.36884516097889103,,,data\processed\preprocessed\robust_nlm\benign\images\benign_225.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_225_mask.png
malignant (130),malignant,raw,0.5973967735939676,0.0028613135576567045,0.23448764186508658,,,,
malignant (130),malignant,robust_bilateral,0.7282862414778757,0.0014454672960316523,0.30194660808025475,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_130.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_130_mask.png,,
malignant (130),malignant,robust_nlm,0.7313766511066503,0.0031342882917355036,0.2882271457206628,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_130.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_130_mask.png
benign (295),benign,raw,0.3809167188779454,0.0021582906961289203,0.3504951030070694,,,,
benign (295),benign,robust_bilateral,0.5595868380415003,0.0022205527076350528,0.5381984499816889,data\processed\preprocessed\robust_bilateral\benign\images\benign_295.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_295_mask.png,,
benign (295),benign,robust_nlm,0.5681246853586036,0.0033561754371607324,0.515857769729318,,,data\processed\preprocessed\robust_nlm\benign\images\benign_295.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_295_mask.png
benign (127),benign,raw,1.203649367533197,0.004515540134063855,0.7055071458156258,,,,
benign (127),benign,robust_bilateral,1.1996313134321712,0.0034918609073754086,0.7055350841297569,data\processed\preprocessed\robust_bilateral\benign\images\benign_127.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_127_mask.png,,
benign (127),benign,robust_nlm,1.203605754801172,0.0035551226498075593,0.7113210177972517,,,data\processed\preprocessed\robust_nlm\benign\images\benign_127.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_127_mask.png
malignant (58),malignant,raw,0.707990676807643,0.0015427387468605375,0.33040324693512063,,,,
malignant (58),malignant,robust_bilateral,0.7056503277366674,0.0010333442039276513,0.3355884271721212,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_58.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_58_mask.png,,
malignant (58),malignant,robust_nlm,0.7110129001880595,0.0009200935495057495,0.33710274519007305,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_58.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_58_mask.png
malignant (165),malignant,raw,1.0247198453253732,0.002919797665896123,0.6642369509554221,,,,
malignant (165),malignant,robust_bilateral,1.0194235930283613,0.0018232699541746512,0.6669661105034946,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_165.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_165_mask.png,,
malignant (165),malignant,robust_nlm,1.022808368800841,0.0018127325671871417,0.6680508822497682,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_165.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_165_mask.png
benign (414),benign,raw,0.6566435409213962,0.0006930634778741835,-0.9768249191477599,,,,
benign (414),benign,robust_bilateral,0.6765073967618969,0.0005448875524394205,-1.0329704838032256,data\processed\preprocessed\robust_bilateral\benign\images\benign_414.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_414_mask.png,,
benign (414),benign,robust_nlm,0.6791991871638196,0.00045970382632412626,-1.036017923404853,,,data\processed\preprocessed\robust_nlm\benign\images\benign_414.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_414_mask.png
benign (137),benign,raw,0.6938820752835624,0.0012219015804059265,0.3218525929527743,,,,
benign (137),benign,robust_bilateral,0.6983671338156255,0.0009976339895811596,0.3227097839080192,data\processed\preprocessed\robust_bilateral\benign\images\benign_137.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_137_mask.png,,
benign (137),benign,robust_nlm,0.6996665450402484,0.001069824134499956,0.32614069062515594,,,data\processed\preprocessed\robust_nlm\benign\images\benign_137.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_137_mask.png
malignant (60),malignant,raw,0.7737137890609153,0.0009439408667891731,0.5127233537555479,,,,
malignant (60),malignant,robust_bilateral,0.8046306740910331,0.0006995996707726783,0.5393278096881615,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_60.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_60_mask.png,,
malignant (60),malignant,robust_nlm,0.8098118862095517,0.0004129163813122599,0.5410658956389238,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_60.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_60_mask.png
benign (344),benign,raw,0.656354384779517,0.0020470522340098377,-0.39291357602111965,,,,
benign (344),benign,robust_bilateral,0.7024249325642051,0.0018169751049984797,-0.4339024063499319,data\processed\preprocessed\robust_bilateral\benign\images\benign_344.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_344_mask.png,,
benign (344),benign,robust_nlm,0.7059091210556644,0.001744669396925592,-0.4329608435725292,,,data\processed\preprocessed\robust_nlm\benign\images\benign_344.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_344_mask.png
benign (150),benign,raw,0.5808740026628909,0.0013764308233404521,0.5592042302452565,,,,
benign (150),benign,robust_bilateral,0.6556891700240038,0.0012866241500003404,0.6403699711575008,data\processed\preprocessed\robust_bilateral\benign\images\benign_150.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_150_mask.png,,
benign (150),benign,robust_nlm,0.6621436281049896,0.0009431339637869543,0.6501960465761429,,,data\processed\preprocessed\robust_nlm\benign\images\benign_150.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_150_mask.png
benign (80),benign,raw,0.9239340013243948,0.001446957802493816,0.7537806192022376,,,,
benign (80),benign,robust_bilateral,0.9328567086971953,0.0010120205619591675,0.7623245401342448,data\processed\preprocessed\robust_bilateral\benign\images\benign_80.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_80_mask.png,,
benign (80),benign,robust_nlm,0.9352152245691213,0.0010384170450629853,0.7637920807878237,,,data\processed\preprocessed\robust_nlm\benign\images\benign_80.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_80_mask.png
malignant (205),malignant,raw,0.7478278791621378,0.0018199917400490845,0.5351872043227099,,,,
malignant (205),malignant,robust_bilateral,0.8171852409092204,0.0015198286818891998,0.5779498763738814,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_205.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_205_mask.png,,
malignant (205),malignant,robust_nlm,0.8190619897239487,0.0016055750019518757,0.5788572985308326,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_205.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_205_mask.png
benign (73),benign,raw,0.5896692429690022,0.0010324488489167,0.6835416192275875,,,,
benign (73),benign,robust_bilateral,0.5893472944837518,0.00060727847801523,0.6906701273426207,data\processed\preprocessed\robust_bilateral\benign\images\benign_73.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_73_mask.png,,
benign (73),benign,robust_nlm,0.5915407138873396,0.0006362389678228668,0.6921280155573534,,,data\processed\preprocessed\robust_nlm\benign\images\benign_73.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_73_mask.png
benign (243),benign,raw,0.5429799592427271,0.0033689544880919553,0.29755212758262134,,,,
benign (243),benign,robust_bilateral,0.650274896907025,0.0034375341687290055,0.3651403540293595,data\processed\preprocessed\robust_bilateral\benign\images\benign_243.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_243_mask.png,,
benign (243),benign,robust_nlm,0.6593971096863285,0.0034891775057080987,0.3648936918085298,,,data\processed\preprocessed\robust_nlm\benign\images\benign_243.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_243_mask.png
benign (121),benign,raw,0.6105337544740321,0.002196238481867554,0.6725521132222679,,,,
benign (121),benign,robust_bilateral,0.6193062956559123,0.0013267768028820048,0.7014180333012776,data\processed\preprocessed\robust_bilateral\benign\images\benign_121.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_121_mask.png,,
benign (121),benign,robust_nlm,0.6236659183382147,0.0010677504156709067,0.7052337771707486,,,data\processed\preprocessed\robust_nlm\benign\images\benign_121.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_121_mask.png
benign (176),benign,raw,0.4254668855579818,0.0006859813174048823,0.08675694689515669,,,,
benign (176),benign,robust_bilateral,0.5575860893882225,0.0008828451758839433,0.11460870870750309,data\processed\preprocessed\robust_bilateral\benign\images\benign_176.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_176_mask.png,,
benign (176),benign,robust_nlm,0.5612333695231102,0.0006953728967328697,0.11542033483150306,,,data\processed\preprocessed\robust_nlm\benign\images\benign_176.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_176_mask.png
benign (436),benign,raw,0.45869549432948176,0.0010494322418959762,-0.022981784724702765,,,,
benign (436),benign,robust_bilateral,0.5970845872701303,0.0008699455097664925,-0.020989308751671522,data\processed\preprocessed\robust_bilateral\benign\images\benign_436.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_436_mask.png,,
benign (436),benign,robust_nlm,0.602583527241569,0.0011392727004568334,-0.02888551489498447,,,data\processed\preprocessed\robust_nlm\benign\images\benign_436.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_436_mask.png
benign (299),benign,raw,0.7268986423709045,0.0019271377643457737,-0.3264897133927696,,,,
benign (299),benign,robust_bilateral,0.802992839564999,0.001739341322202113,-0.36986438341215927,data\processed\preprocessed\robust_bilateral\benign\images\benign_299.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_299_mask.png,,
benign (299),benign,robust_nlm,0.8094697519882141,0.0016410101197058679,-0.3671275807231821,,,data\processed\preprocessed\robust_nlm\benign\images\benign_299.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_299_mask.png
malignant (70),malignant,raw,0.9771468659454159,0.005778164573352244,0.2173650180381068,,,,
malignant (70),malignant,robust_bilateral,0.9664081874142424,0.004186050987526989,0.21446617783092858,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_70.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_70_mask.png,,
malignant (70),malignant,robust_nlm,0.9711239767145508,0.0044414658925175906,0.21795686119940394,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_70.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_70_mask.png
malignant (159),malignant,raw,0.5457241559231792,0.0008609638107974836,0.43139255593220527,,,,
malignant (159),malignant,robust_bilateral,0.6003369631298441,0.0006454800609487413,0.4755360011142955,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_159.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_159_mask.png,,
malignant (159),malignant,robust_nlm,0.6016467591509914,0.0005623082835956125,0.4765277955402515,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_159.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_159_mask.png
